review_id,listing_id,user_id,review_text,sentiment_score,phrase_sentiments,sentiment_label
R00561,L0118,U0084,Fantastic place for a business getaway. The Workspace was a highlight and the neighborhood felt very safe.,0.4507250000000001,"[('The Workspace', 0.0), ('Fantastic place for a business getaway.', 0.5574), ('a business getaway', 0.0), ('The Workspace was a highlight and the neighborhood felt very safe.', 0.6801), ('Fantastic place', 0.5574), ('the neighborhood', 0.0), ('a highlight', 0.34)]",positive
R00562,L0118,U0084,"Wonderful host, beautiful space in South End. Loved having Workspace available. Will be back!",0.4998904761904762,"[('beautiful space', 0.5994), ('Workspace', 0.0), ('Will be back!', 0.0), ('Loved having Workspace available.', 0.5994), ('South End', 0.0), ('Wonderful host', 0.5719), ('Wonderful host, beautiful space in South End.', 0.8225)]",positive
R00563,L0119,U0036,Perfect for our business trip. Close to Palace of Fine Arts and the host was incredibly responsive. Highly recommend.,0.39925555555555553,"[('Perfect for our business trip.', 0.5719), ('the host', 0.0), ('Fine Arts', 0.2023), ('Close to Palace of Fine Arts and the host was incredibly responsive.', 0.5563), ('Highly recommend.', 0.4201), ('Palace', 0.0), ('our business trip', 0.0)]",positive
R00564,L0119,U0113,Not worth the price for San Francisco. The Smoke alarm was broken and it took days to get a response from the host.,-0.3592916666666667,"[('the host', 0.0), ('The Smoke alarm', -0.34), ('Not worth the price for San Francisco.', -0.1695), ('days', 0.0), ('the price', 0.0), ('a response', 0.0), ('it', 0.0), ('San Francisco', 0.0), ('The Smoke alarm was broken and it took days to get a response from the host.', -0.6705)]",negative
R00565,L0119,U0086,Host was unresponsive when we had an issue with the lock. Took over 4 hours to resolve. Frustrating experience.,0.017639999999999996,"[('the lock', 0.0), ('an issue', 0.0), ('Host', 0.0), ('over 4 hours', 0.0), ('Frustrating experience.', -0.4404), ('Host was unresponsive when we had an issue with the lock.', 0.0), ('Took over 4 hours to resolve.', 0.3818), ('Frustrating experience', -0.4404), ('we', 0.0)]",neutral
R00566,L0119,U0204,Disappointing stay. The listing photos made it look much bigger than it actually is. Far from Palace of Fine Arts.,-0.012317241379310343,"[('Disappointing stay.', -0.4939), ('The listing photos', 0.0), ('Fine Arts', 0.2023), ('Palace', 0.0), ('The listing photos made it look much bigger than it actually is.', 0.0), ('it', 0.0), ('Disappointing stay', -0.4939), ('Far from Palace of Fine Arts.', 0.2023)]",neutral
R00567,L0119,U0176,Nice host and good communication. The space itself was okay but not extraordinary for the price in San Francisco.,0.22644666666666666,"[('The space', 0.0), ('the price', 0.0), ('Nice host and good communication.', 0.6908), ('Nice host', 0.4215), ('San Francisco', 0.0), ('good communication', 0.4404), ('itself', 0.0), ('The space itself was okay but not extraordinary for the price in San Francisco.', 0.1154)]",positive
R00568,L0120,U0125,Good location near Civic Center Metrorail but the apartment was smaller than expected. The Iron was nice though.,0.2253666666666667,"[('The Iron', 0.0), ('Good location', 0.4404), ('Civic Center Metrorail', 0.0), ('Good location near Civic Center Metrorail but the apartment was smaller than expected.', 0.2382), ('The Iron was nice though.', 0.4215), ('the apartment', 0.0)]",positive
R00569,L0120,U0125,Super cozy place with all the amenities you could want. Little Havana is such a fun area to explore.,0.46265625000000005,"[('Super cozy place with all the amenities you could want.', 0.6369), ('all the amenities', 0.0), ('such a fun area', 0.5106), ('Little Havana', 0.0), ('you', 0.0), ('Little Havana is such a fun area to explore.', 0.5106), ('Super cozy place', 0.5994)]",positive
R00570,L0120,U0018,Average Airbnb experience. Clean and safe area in Little Havana. Nothing special but nothing bad either.,0.38507407407407407,"[('Clean and safe area in Little Havana.', 0.6808), ('Nothing', 0.0), ('Average Airbnb experience.', 0.0), ('Nothing special but nothing bad either.', 0.4847), ('Little Havana', 0.0), ('Clean and safe area', 0.6808), ('nothing', 0.0), ('Average Airbnb experience', 0.0)]",positive
R00571,L0120,U0018,"Exactly as described. Clean, spacious, and the Iron was a nice touch. Great value for Miami.",0.5384727272727272,"[('Great value for Miami.', 0.7579), ('Great value', 0.7579), ('Clean, spacious, and the Iron was a nice touch.', 0.6705), ('a nice touch', 0.4215), ('Miami', 0.0), ('Exactly as described.', 0.0)]",positive
R00572,L0121,U0190,"Exactly as described. Clean, spacious, and the Hot tub was a nice touch. Great value for Chicago.",0.48141923076923077,"[('the Hot tub', 0.0), ('Clean, spacious, and the Hot tub was a nice touch.', 0.6705), ('Great value for Chicago.', 0.7579), ('Chicago', 0.0), ('Great value', 0.7579), ('a nice touch', 0.4215), ('Exactly as described.', 0.0)]",positive
R00573,L0121,U0190,Stayed here for a week and loved every minute. Wicker Park has so much character. Great coffee shops nearby.,0.33685862068965516,"[('Great coffee shops', 0.6249), ('Wicker Park', 0.0), ('Great coffee shops nearby.', 0.6249), ('Stayed here for a week and loved every minute.', 0.5994), ('a week', 0.0), ('so much character', 0.0), ('Wicker Park has so much character.', 0.0)]",positive
R00574,L0121,U0190,"Wonderful host, beautiful space in Wicker Park. Loved having Hot tub available. Will be back!",0.5284333333333334,"[('Wicker Park', 0.0), ('beautiful space', 0.5994), ('Will be back!', 0.0), ('Wonderful host, beautiful space in Wicker Park.', 0.8225), ('Loved having Hot tub available.', 0.5994), ('Wonderful host', 0.5719)]",positive
R00575,L0122,U0131,Super cozy place with all the amenities you could want. Design District is such a fun area to explore.,0.46265625000000005,"[('Super cozy place with all the amenities you could want.', 0.6369), ('Design District', 0.0), ('all the amenities', 0.0), ('Design District is such a fun area to explore.', 0.5106), ('such a fun area', 0.5106), ('you', 0.0), ('Super cozy place', 0.5994)]",positive
R00576,L0122,U0131,Amazing stay! We could walk to Perez Art Museum in under 15 minutes. The apartment had everything we needed.,0.0780516129032258,"[('We could walk to Perez Art Museum in under 15 minutes.', 0.0), ('The apartment had everything we needed.', 0.0), ('Amazing stay', 0.5859), ('Perez Art Museum', 0.0), ('everything', 0.0), ('The apartment', 0.0), ('Amazing stay!', 0.6239), ('we', 0.0), ('We', 0.0), ('15 minutes', 0.0)]",positive
R00577,L0122,U0033,Fine for a short stay. The BBQ grill worked well but the street noise at night was noticeable.,0.10140357142857144,"[('The BBQ grill worked well but the street noise at night was noticeable.', 0.1406), ('The BBQ grill', 0.0), ('night', 0.0), ('a short stay', 0.0), ('the street noise', 0.0), ('Fine for a short stay.', 0.2023)]",positive
R00578,L0122,U0033,Fantastic place for a leisure getaway. The BBQ grill was a highlight and the neighborhood felt very safe.,0.4433466666666667,"[('a leisure getaway', 0.0), ('Fantastic place for a leisure getaway.', 0.5574), ('The BBQ grill was a highlight and the neighborhood felt very safe.', 0.6801), ('The BBQ grill', 0.0), ('Fantastic place', 0.5574), ('the neighborhood', 0.0), ('a highlight', 0.34)]",positive
R00579,L0122,U0033,"Wonderful host, beautiful space in Design District. Loved having BBQ grill available. Will be back!",0.48248260869565224,"[('Design District', 0.0), ('BBQ grill', 0.0), ('Wonderful host, beautiful space in Design District.', 0.8225), ('beautiful space', 0.5994), ('Will be back!', 0.0), ('Loved having BBQ grill available.', 0.5994), ('Wonderful host', 0.5719)]",positive
R00580,L0122,U0033,Beautiful apartment in a great part of Miami. The host thought of everything. Five stars all around.,0.349825,"[('Five stars all around.', 0.0), ('The host thought of everything.', 0.0), ('The host', 0.0), ('everything', 0.0), ('Beautiful apartment', 0.5994), ('Miami', 0.0), ('a great part', 0.6249), ('Beautiful apartment in a great part of Miami.', 0.8402), ('Five stars', 0.0)]",positive
R00581,L0122,U0131,Beautiful apartment in a great part of Miami. The host thought of everything. Five stars all around.,0.349825,"[('Five stars all around.', 0.0), ('The host thought of everything.', 0.0), ('The host', 0.0), ('everything', 0.0), ('Beautiful apartment', 0.5994), ('Miami', 0.0), ('a great part', 0.6249), ('Beautiful apartment in a great part of Miami.', 0.8402), ('Five stars', 0.0)]",positive
R00582,L0123,U0084,The Gym access was great but the bathroom could use some work. Neighborhood is lively which is a plus and a minus.,0.2532342857142857,"[('Neighborhood', 0.0), ('some work', 0.0), ('a plus', 0.0), ('which', 0.0), ('Neighborhood is lively which is a plus and a minus.', 0.4404), ('a minus', 0.0), ('the bathroom', 0.0), ('The Gym access', 0.0), ('The Gym access was great but the bathroom could use some work.', 0.3716)]",positive
R00583,L0123,U0050,Pretty good overall. Close to Coconut Grove Metrorail which was essential. Would have liked more kitchen supplies.,0.19623749999999998,"[('more kitchen supplies', 0.0), ('which', 0.0), ('Pretty good overall.', 0.7269), ('Coconut Grove Metrorail', 0.0), ('Would have liked more kitchen supplies.', 0.4215), ('Close to Coconut Grove Metrorail which was essential.', 0.0)]",positive
R00584,L0123,U0050,One of the best Airbnbs we have stayed at. The location near Coconut Grove Metrorail made getting around so easy.,0.48267241379310344,"[('The location near Coconut Grove Metrorail made getting around so easy.', 0.5777), ('The location', 0.0), ('One of the best Airbnbs we have stayed at.', 0.6369), ('Coconut Grove Metrorail', 0.0), ('the best Airbnbs', 0.6369), ('we', 0.0)]",positive
R00585,L0123,U0050,Stayed here for a week and loved every minute. South Beach has so much character. Great coffee shops nearby.,0.33685862068965516,"[('Great coffee shops', 0.6249), ('South Beach', 0.0), ('Great coffee shops nearby.', 0.6249), ('Stayed here for a week and loved every minute.', 0.5994), ('South Beach has so much character.', 0.0), ('a week', 0.0), ('so much character', 0.0)]",positive
R00586,L0124,U0100,Good location near Belmont L but the apartment was smaller than expected. The Pet friendly was nice though.,0.4809230769230769,"[('Good location', 0.4404), ('The Pet friendly was nice though.', 0.7184), ('The', 0.0), ('Belmont L', 0.5766), ('Pet', 0.0), ('Good location near Belmont L but the apartment was smaller than expected.', 0.5133), ('the apartment', 0.0)]",positive
R00587,L0124,U0195,Super cozy place with all the amenities you could want. River North is such a fun area to explore.,0.46265625000000005,"[('Super cozy place with all the amenities you could want.', 0.6369), ('River North is such a fun area to explore.', 0.5106), ('River North', 0.0), ('all the amenities', 0.0), ('such a fun area', 0.5106), ('you', 0.0), ('Super cozy place', 0.5994)]",positive
R00588,L0125,U0150,Fantastic place for a family getaway. The Coffee maker was a highlight and the neighborhood felt very safe.,0.44334666666666667,"[('Fantastic place for a family getaway.', 0.5574), ('a family getaway', 0.0), ('Fantastic place', 0.5574), ('The Coffee maker', 0.0), ('the neighborhood', 0.0), ('a highlight', 0.34), ('The Coffee maker was a highlight and the neighborhood felt very safe.', 0.6801)]",positive
R00589,L0125,U0246,Stayed here for a week and loved every minute. Lower East Side has so much character. Great coffee shops nearby.,0.21964193548387098,"[('Lower East Side', -0.296), ('Great coffee shops', 0.6249), ('Great coffee shops nearby.', 0.6249), ('Stayed here for a week and loved every minute.', 0.5994), ('Lower East Side has so much character.', -0.296), ('a week', 0.0), ('so much character', 0.0)]",positive
R00590,L0125,U0135,Fantastic place for a family getaway. The Coffee maker was a highlight and the neighborhood felt very safe.,0.44334666666666667,"[('Fantastic place for a family getaway.', 0.5574), ('a family getaway', 0.0), ('Fantastic place', 0.5574), ('The Coffee maker', 0.0), ('the neighborhood', 0.0), ('a highlight', 0.34), ('The Coffee maker was a highlight and the neighborhood felt very safe.', 0.6801)]",positive
R00591,L0125,U0140,Pretty good overall. Close to Times Sq-42nd St which was essential. Would have liked more kitchen supplies.,0.19623749999999998,"[('Sq-42nd St', 0.0), ('more kitchen supplies', 0.0), ('which', 0.0), ('Close to Times Sq-42nd St which was essential.', 0.0), ('Pretty good overall.', 0.7269), ('Times', 0.0), ('Would have liked more kitchen supplies.', 0.4215)]",positive
R00592,L0125,U0107,Average Airbnb experience. Clean and safe area in Lower East Side. Nothing special but nothing bad either.,0.3088620689655172,"[('Lower East Side', -0.296), ('Nothing', 0.0), ('Average Airbnb experience.', 0.0), ('Nothing special but nothing bad either.', 0.4847), ('Clean and safe area in Lower East Side.', 0.5267), ('Clean and safe area', 0.6808), ('nothing', 0.0), ('Average Airbnb experience', 0.0)]",positive
R00593,L0126,U0144,Average Airbnb experience. Clean and safe area in Park Slope. Nothing special but nothing bad either.,0.38507407407407407,"[('Nothing', 0.0), ('Average Airbnb experience.', 0.0), ('Nothing special but nothing bad either.', 0.4847), ('nothing', 0.0), ('Clean and safe area in Park Slope.', 0.6808), ('Clean and safe area', 0.6808), ('Park Slope', 0.0), ('Average Airbnb experience', 0.0)]",positive
R00594,L0126,U0144,"Wonderful host, beautiful space in Park Slope. Loved having Dishwasher available. Will be back!",0.4998904761904762,"[('beautiful space', 0.5994), ('Will be back!', 0.0), ('Loved having Dishwasher available.', 0.5994), ('Dishwasher', 0.0), ('Wonderful host, beautiful space in Park Slope.', 0.8225), ('Wonderful host', 0.5719), ('Park Slope', 0.0)]",positive
R00595,L0126,U0144,Pretty good overall. Close to Jay St-MetroTech which was essential. Would have liked more kitchen supplies.,0.21407727272727273,"[('more kitchen supplies', 0.0), ('which', 0.0), ('Pretty good overall.', 0.7269), ('Close to Jay St-MetroTech which was essential.', 0.0), ('Jay St-MetroTech', 0.0), ('Would have liked more kitchen supplies.', 0.4215)]",positive
R00596,L0126,U0144,"Wonderful host, beautiful space in Park Slope. Loved having Dishwasher available. Will be back!",0.4998904761904762,"[('beautiful space', 0.5994), ('Will be back!', 0.0), ('Loved having Dishwasher available.', 0.5994), ('Dishwasher', 0.0), ('Wonderful host, beautiful space in Park Slope.', 0.8225), ('Wonderful host', 0.5719), ('Park Slope', 0.0)]",positive
R00597,L0126,U0144,"Exactly as described. Clean, spacious, and the Dishwasher was a nice touch. Great value for New York.",0.48478076923076924,"[('the Dishwasher', 0.0), ('Great value', 0.7579), ('Clean, spacious, and the Dishwasher was a nice touch.', 0.6705), ('Great value for New York.', 0.7579), ('a nice touch', 0.4215), ('New York', 0.0), ('Exactly as described.', 0.0)]",positive
R00598,L0126,U0144,Solid place to stay for the price. Getting to Times Square took longer than expected but otherwise no complaints.,0.2700214285714286,"[('Solid place', 0.1531), ('Times Square', 0.0), ('the price', 0.0), ('Getting to Times Square took longer than expected but otherwise no complaints.', 0.438), ('otherwise no complaints', 0.3089), ('Solid place to stay for the price.', 0.1531)]",positive
R00599,L0126,U0144,Solid place to stay for the price. Getting to Times Square took longer than expected but otherwise no complaints.,0.2700214285714286,"[('Solid place', 0.1531), ('Times Square', 0.0), ('the price', 0.0), ('Getting to Times Square took longer than expected but otherwise no complaints.', 0.438), ('otherwise no complaints', 0.3089), ('Solid place to stay for the price.', 0.1531)]",positive
R00600,L0126,U0144,Too far from public transit. The walk to Jay St-MetroTech was much longer than the listing claimed.,0.0,"[('the listing', 0.0), ('The walk', 0.0), ('Too far from public transit.', 0.0), ('The walk to Jay St-MetroTech was much longer than the listing claimed.', 0.0), ('Jay St-MetroTech', 0.0), ('public transit', 0.0)]",neutral
R00601,L0127,U0148,"Wonderful host, beautiful space in North End. Loved having Heating available. Will be back!",0.4998904761904763,"[('North End', 0.0), ('Heating', 0.0), ('beautiful space', 0.5994), ('Will be back!', 0.0), ('Wonderful host, beautiful space in North End.', 0.8225), ('Loved having Heating available.', 0.5994), ('Wonderful host', 0.5719)]",positive
R00602,L0127,U0046,Perfect for our family trip. Close to Boston Common and the host was incredibly responsive. Highly recommend.,0.3291958333333333,"[('the host', 0.0), ('Close to Boston Common and the host was incredibly responsive.', 0.4201), ('Boston Common', 0.0), ('Perfect for our family trip.', 0.5719), ('our family trip', 0.0), ('Highly recommend.', 0.4201)]",positive
R00603,L0127,U0189,Decent stay overall. North End is a great area but the listing could use some updating. Still decent value.,0.28211290322580646,"[('North End', 0.0), ('a great area', 0.6249), ('Decent stay overall.', 0.0), ('Still decent value.', 0.34), ('the listing', 0.0), ('North End is a great area but the listing could use some updating.', 0.3716), ('Still decent value', 0.34), ('some updating', 0.0)]",positive
R00604,L0127,U0046,Amazing stay! We could walk to Boston Common in under 15 minutes. The apartment had everything we needed.,0.08343448275862068,"[('The apartment had everything we needed.', 0.0), ('Boston Common', 0.0), ('Amazing stay', 0.5859), ('everything', 0.0), ('We could walk to Boston Common in under 15 minutes.', 0.0), ('The apartment', 0.0), ('Amazing stay!', 0.6239), ('we', 0.0), ('We', 0.0), ('15 minutes', 0.0)]",positive
R00605,L0127,U0189,This was our second time booking this place and it was just as great. Love the North End area.,0.39777,"[('This was our second time booking this place and it was just as great.', 0.6249), ('our second time', 0.0), ('this place', 0.0), ('it', 0.0), ('This', 0.0), ('the North End area', 0.0), ('Love the North End area.', 0.6369)]",positive
R00606,L0127,U0148,"Exactly as described. Clean, spacious, and the Heating was a nice touch. Great value for Boston.",0.5384727272727272,"[('Great value for Boston.', 0.7579), ('Boston', 0.0), ('Great value', 0.7579), ('Clean, spacious, and the Heating was a nice touch.', 0.6705), ('a nice touch', 0.4215), ('Exactly as described.', 0.0)]",positive
R00607,L0128,U0033,Super cozy place with all the amenities you could want. Design District is such a fun area to explore.,0.46265625000000005,"[('Super cozy place with all the amenities you could want.', 0.6369), ('Design District', 0.0), ('all the amenities', 0.0), ('Design District is such a fun area to explore.', 0.5106), ('such a fun area', 0.5106), ('you', 0.0), ('Super cozy place', 0.5994)]",positive
R00608,L0128,U0155,"Exactly as described. Clean, spacious, and the Free parking was a nice touch. Great value for Miami.",0.6022961538461539,"[('Great value for Miami.', 0.7579), ('Clean, spacious, and the Free parking was a nice touch.', 0.8316), ('Exactly as described.', 0.0), ('Great value', 0.7579), ('the Free parking', 0.5106), ('Miami', 0.0), ('a nice touch', 0.4215)]",positive
R00609,L0128,U0033,Stayed here for a week and loved every minute. Design District has so much character. Great coffee shops nearby.,0.33685862068965516,"[('Design District', 0.0), ('Great coffee shops', 0.6249), ('Design District has so much character.', 0.0), ('Great coffee shops nearby.', 0.6249), ('Stayed here for a week and loved every minute.', 0.5994), ('a week', 0.0), ('so much character', 0.0)]",positive
R00610,L0128,U0155,Average Airbnb experience. Clean and safe area in Design District. Nothing special but nothing bad either.,0.38507407407407407,"[('Design District', 0.0), ('Clean and safe area in Design District.', 0.6808), ('Nothing', 0.0), ('Average Airbnb experience.', 0.0), ('Nothing special but nothing bad either.', 0.4847), ('Clean and safe area', 0.6808), ('nothing', 0.0), ('Average Airbnb experience', 0.0)]",positive
R00611,L0128,U0155,Nice host and good communication. The space itself was okay but not extraordinary for the price in Miami.,0.2385,"[('The space', 0.0), ('The space itself was okay but not extraordinary for the price in Miami.', 0.1154), ('Miami', 0.0), ('the price', 0.0), ('Nice host and good communication.', 0.6908), ('Nice host', 0.4215), ('good communication', 0.4404), ('itself', 0.0)]",positive
R00612,L0128,U0085,This was our second time booking this place and it was just as great. Love the Design District area.,0.39777,"[('This was our second time booking this place and it was just as great.', 0.6249), ('our second time', 0.0), ('this place', 0.0), ('Love the Design District area.', 0.6369), ('it', 0.0), ('This', 0.0), ('the Design District area', 0.0)]",positive
R00613,L0129,U0141,Average Airbnb experience. Clean and safe area in Harlem. Nothing special but nothing bad either.,0.38864799999999994,"[('Nothing', 0.0), ('Average Airbnb experience.', 0.0), ('Nothing special but nothing bad either.', 0.4847), ('Clean and safe area in Harlem.', 0.6808), ('Clean and safe area', 0.6808), ('Harlem', 0.0), ('nothing', 0.0), ('Average Airbnb experience', 0.0)]",positive
R00614,L0129,U0193,Decent stay overall. Harlem is a great area but the listing could use some updating. Still decent value.,0.2887551724137931,"[('a great area', 0.6249), ('Decent stay overall.', 0.0), ('Still decent value.', 0.34), ('the listing', 0.0), ('Harlem is a great area but the listing could use some updating.', 0.3716), ('Still decent value', 0.34), ('Harlem', 0.0), ('some updating', 0.0)]",positive
R00615,L0130,U0202,One of the best Airbnbs we have stayed at. The location near Park Street made getting around so easy.,0.49702962962962965,"[('The location', 0.0), ('One of the best Airbnbs we have stayed at.', 0.6369), ('The location near Park Street made getting around so easy.', 0.5777), ('Park Street', 0.0), ('the best Airbnbs', 0.6369), ('we', 0.0)]",positive
R00616,L0130,U0164,Loved this place! The neighborhood (Cambridge) was vibrant and walkable. Dishwasher made the stay so comfortable.,0.39357083333333337,"[('Cambridge', 0.0), ('The neighborhood (Cambridge) was vibrant and walkable.', 0.5267), ('this place', 0.0), ('Dishwasher made the stay so comfortable.', 0.6418), ('The neighborhood', 0.0), ('Dishwasher', 0.0), ('Loved this place!', 0.636), ('the stay', 0.0)]",positive
R00617,L0130,U0202,This was our second time booking this place and it was just as great. Love the Cambridge area.,0.40343571428571423,"[('This was our second time booking this place and it was just as great.', 0.6249), ('the Cambridge area', 0.0), ('Love the Cambridge area.', 0.6369), ('our second time', 0.0), ('this place', 0.0), ('it', 0.0), ('This', 0.0)]",positive
R00618,L0130,U0202,Good location near Park Street but the apartment was smaller than expected. The Dishwasher was nice though.,0.23386800000000002,"[('Good location near Park Street but the apartment was smaller than expected.', 0.2382), ('Good location', 0.4404), ('The Dishwasher', 0.0), ('The Dishwasher was nice though.', 0.4215), ('Park Street', 0.0), ('the apartment', 0.0)]",positive
R00619,L0130,U0202,Spacious and well-maintained. Walking distance to Park Street and several great restaurants. Highly recommend for anyone visiting Boston.,0.3853615384615385,"[('Highly recommend for anyone visiting Boston.', 0.4201), ('Boston', 0.0), ('Walking distance to Park Street and several great restaurants.', 0.6249), ('several great restaurants', 0.6249), ('Spacious and well-maintained.', 0.0), ('anyone', 0.0), ('Park Street', 0.0), ('distance', 0.0)]",positive
R00620,L0130,U0202,One of the best Airbnbs we have stayed at. The location near Park Street made getting around so easy.,0.49702962962962965,"[('The location', 0.0), ('One of the best Airbnbs we have stayed at.', 0.6369), ('The location near Park Street made getting around so easy.', 0.5777), ('Park Street', 0.0), ('the best Airbnbs', 0.6369), ('we', 0.0)]",positive
R00621,L0130,U0164,"Great location, just 14 minutes from Park Street. The Dishwasher was a huge plus. Would definitely stay here again!",0.3677354838709677,"[('Would definitely stay here again!', 0.4574), ('The Dishwasher', 0.0), ('Great location, just 14 minutes from Park Street.', 0.6249), ('Great location', 0.6249), ('The Dishwasher was a huge plus.', 0.3182), ('just 14 minutes', 0.0), ('a huge plus', 0.3182), ('Park Street', 0.0)]",positive
R00622,L0130,U0202,Spacious and well-maintained. Walking distance to Park Street and several great restaurants. Highly recommend for anyone visiting Boston.,0.3853615384615385,"[('Highly recommend for anyone visiting Boston.', 0.4201), ('Boston', 0.0), ('Walking distance to Park Street and several great restaurants.', 0.6249), ('several great restaurants', 0.6249), ('Spacious and well-maintained.', 0.0), ('anyone', 0.0), ('Park Street', 0.0), ('distance', 0.0)]",positive
R00623,L0131,U0051,Spacious and well-maintained. Walking distance to Charles/MGH and several great restaurants. Highly recommend for anyone visiting Boston.,0.39143750000000005,"[('Highly recommend for anyone visiting Boston.', 0.4201), ('Boston', 0.0), ('several great restaurants', 0.6249), ('Spacious and well-maintained.', 0.0), ('Charles/MGH', 0.0), ('Walking distance to Charles/MGH and several great restaurants.', 0.6249), ('anyone', 0.0), ('distance', 0.0)]",positive
R00624,L0131,U0188,"Wonderful host, beautiful space in Cambridge. Loved having Gym access available. Will be back!",0.48926666666666674,"[('Cambridge', 0.0), ('Loved having Gym access available.', 0.5994), ('beautiful space', 0.5994), ('Will be back!', 0.0), ('Wonderful host, beautiful space in Cambridge.', 0.8225), ('Gym access', 0.0), ('Wonderful host', 0.5719)]",positive
R00625,L0131,U0133,The place was clean and functional. Not as close to Harvard Yard as I expected but transit was accessible.,0.096456,"[('transit', 0.0), ('I', 0.0), ('The place', 0.0), ('The place was clean and functional.', 0.4019), ('Not as close to Harvard Yard as I expected but transit was accessible.', 0.0), ('Harvard Yard', 0.0)]",positive
R00626,L0131,U0205,Beautiful apartment in a great part of Boston. The host thought of everything. Five stars all around.,0.349825,"[('Five stars all around.', 0.0), ('The host thought of everything.', 0.0), ('The host', 0.0), ('everything', 0.0), ('Beautiful apartment', 0.5994), ('Boston', 0.0), ('Beautiful apartment in a great part of Boston.', 0.8402), ('a great part', 0.6249), ('Five stars', 0.0)]",positive
R00627,L0132,U0076,Stayed here for a week and loved every minute. East Village has so much character. Great coffee shops nearby.,0.33685862068965516,"[('Great coffee shops', 0.6249), ('East Village', 0.0), ('Great coffee shops nearby.', 0.6249), ('Stayed here for a week and loved every minute.', 0.5994), ('a week', 0.0), ('East Village has so much character.', 0.0), ('so much character', 0.0)]",positive
R00628,L0132,U0203,Super cozy place with all the amenities you could want. East Village is such a fun area to explore.,0.46265625000000005,"[('Super cozy place with all the amenities you could want.', 0.6369), ('East Village is such a fun area to explore.', 0.5106), ('all the amenities', 0.0), ('East Village', 0.0), ('such a fun area', 0.5106), ('you', 0.0), ('Super cozy place', 0.5994)]",positive
R00629,L0132,U0076,Spacious and well-maintained. Walking distance to Atlantic Ave-Barclays and several great restaurants. Highly recommend for anyone visiting New York.,0.37283928571428565,"[('Atlantic Ave-Barclays', 0.0), ('several great restaurants', 0.6249), ('Spacious and well-maintained.', 0.0), ('anyone', 0.0), ('Highly recommend for anyone visiting New York.', 0.4201), ('Walking distance to Atlantic Ave-Barclays and several great restaurants.', 0.6249), ('New York', 0.0), ('distance', 0.0)]",positive
R00630,L0132,U0098,Pretty good overall. Close to Atlantic Ave-Barclays which was essential. Would have liked more kitchen supplies.,0.21407727272727273,"[('Atlantic Ave-Barclays', 0.0), ('more kitchen supplies', 0.0), ('Close to Atlantic Ave-Barclays which was essential.', 0.0), ('Pretty good overall.', 0.7269), ('which', 0.0), ('Would have liked more kitchen supplies.', 0.4215)]",positive
R00631,L0132,U0076,This was our second time booking this place and it was just as great. Love the East Village area.,0.39777,"[('This was our second time booking this place and it was just as great.', 0.6249), ('our second time', 0.0), ('the East Village area', 0.0), ('this place', 0.0), ('Love the East Village area.', 0.6369), ('it', 0.0), ('This', 0.0)]",positive
R00632,L0132,U0076,The space was immaculate and the location is unbeatable. Easy access to Central Park and great local dining.,0.34037586206896553,"[('Easy access to Central Park and great local dining.', 0.7906), ('great local dining', 0.6249), ('The space', 0.0), ('The space was immaculate and the location is unbeatable.', 0.0), ('Easy access', 0.4404), ('Central Park', 0.0), ('the location', 0.0)]",positive
R00633,L0132,U0149,Perfect for our family trip. Close to Central Park and the host was incredibly responsive. Highly recommend.,0.3291958333333333,"[('the host', 0.0), ('Perfect for our family trip.', 0.5719), ('Close to Central Park and the host was incredibly responsive.', 0.4201), ('our family trip', 0.0), ('Highly recommend.', 0.4201), ('Central Park', 0.0)]",positive
R00634,L0133,U0216,Beautiful apartment in a great part of New York. The host thought of everything. Five stars all around.,0.35451000000000005,"[('Five stars all around.', 0.0), ('The host thought of everything.', 0.0), ('The host', 0.0), ('Beautiful apartment in a great part of New York.', 0.8402), ('everything', 0.0), ('Beautiful apartment', 0.5994), ('New York', 0.0), ('a great part', 0.6249), ('Five stars', 0.0)]",positive
R00635,L0133,U0059,Loved this place! The neighborhood (Midtown Manhattan) was vibrant and walkable. Air conditioning made the stay so comfortable.,0.3790785714285714,"[('The neighborhood (Midtown Manhattan) was vibrant and walkable.', 0.5267), ('Midtown Manhattan', 0.0), ('Air conditioning made the stay so comfortable.', 0.6418), ('this place', 0.0), ('The neighborhood', 0.0), ('Air conditioning', 0.0), ('Loved this place!', 0.636), ('the stay', 0.0)]",positive
R00636,L0133,U0018,"Great location, just 20 minutes from Atlantic Ave-Barclays. The Air conditioning was a huge plus. Would definitely stay here again!",0.35509090909090907,"[('Would definitely stay here again!', 0.4574), ('Atlantic Ave-Barclays', 0.0), ('just 20 minutes', 0.0), ('Great location', 0.6249), ('The Air conditioning was a huge plus.', 0.3182), ('a huge plus', 0.3182), ('The Air conditioning', 0.0), ('Great location, just 20 minutes from Atlantic Ave-Barclays.', 0.6249)]",positive
R00637,L0133,U0059,Couldn't have asked for a better stay. The Air conditioning was perfect and Rockefeller Center was right around the corner.,0.3946233333333334,"[('The Air conditioning was perfect and Rockefeller Center was right around the corner.', 0.5719), ('a better stay', 0.4404), ('The Air conditioning', 0.0), ('the corner', 0.0), ('Rockefeller Center', 0.0), (""Couldn't have asked for a better stay."", 0.4404)]",positive
